HML3_1p36.13a	HERV	HML3	prototype	chr1	16102814	16108812	-
PRIMA41_1p36.13a	HERV	PRIMA41	internal	chr1	16529151	16531095	-
ERVLE_1p36.13b	HERV	ERVLE	internal	chr1	16602708	16603314	-
PRIMA41_1p36.13b	HERV	PRIMA41	internal	chr1	16670469	16671381	-
PRIMA41_1p36.13c	HERV	PRIMA41	internal	chr1	16736083	16736995	+
PRIMA41_1p36.13d	HERV	PRIMA41	internal	chr1	16876821	16878758	+
MER61_1p36.13	HERV	MER61	internal	chr1	17491933	17493205	+
ERVLE_1p36.13c	HERV	ERVLE	internal	chr1	17757179	17758849	+
ERVLE_1p36.13d	HERV	ERVLE	prototype	chr1	17941282	17944864	-
ERV316A3_1p36.13	HERV	ERV316A3	oneside	chr1	18843102	18846539	+
HUERSP3_1p36.13	HERV	HUERSP3	oneside	chr1	19294272	19296835	-
HML3_1p36.13b	HERV	HML3	prototype	chr1	19541477	19547695	+
HUERSP1_1p36.13	HERV	HUERSP1	internal	chr1	19847836	19850962	-
HERVK14C_1p36.13	HERV	HERVK14C	internal	chr1	19927433	19932159	-
ERVLE_1p36.13e	HERV	ERVLE	internal	chr1	19941747	19942317	+
HML3_1p36.13c	HERV	HML3	prototype	chr1	19997411	20003727	+
LTR46_1p36.13	HERV	LTR46	prototype	chr1	20028127	20035516	-
HERVH_1p36.13	HERV	HERVH	oneside	chr1	20041281	20045782	-
MER4_1p36.13	HERV	MER4	oneside	chr1	20046813	20053194	+
ERVLE_1p36.13f	HERV	ERVLE	prototype	chr1	20094082	20097380	+
HERVE_1p36.12	HERV	HERVE	prototype	chr1	20154110	20160610	+
HUERSP1_1p36.12	HERV	HUERSP1	internal	chr1	20515729	20519665	+
ERVLB4_1p36.12a	HERV	ERVLB4	internal	chr1	21205115	21206755	+
ERVLB4_1p36.12b	HERV	ERVLB4	internal	chr1	21207724	21213077	+
MER41_1p36.12	HERV	MER41	prototype	chr1	21389817	21402446	+
ERVLE_1p36.12	HERV	ERVLE	internal	chr1	21453383	21453988	+
PABLB_1p36.12	HERV	PABLB	internal	chr1	22944027	22944895	+
MER4_1p36.12a	HERV	MER4	oneside	chr1	22987775	22989766	+
MER4_1p36.12b	HERV	MER4	internal	chr1	22989788	22997502	+
HERVH_1p36.12	HERV	HERVH	prototype	chr1	22997505	23004403	-
ERVLB4_1p36.11	HERV	ERVLB4	internal	chr1	24888544	24893132	-
ERV316A3_1p36.11a	HERV	ERV316A3	internal	chr1	25121778	25123964	-
ERV316A3_1p36.11b	HERV	ERV316A3	oneside	chr1	26145639	26147087	-
ERVLE_1p36.11a	HERV	ERVLE	internal	chr1	26148781	26150036	-
MER41_1p36.11	HERV	MER41	oneside	chr1	26630245	26636092	+
ERVLE_1p36.11b	HERV	ERVLE	internal	chr1	26811581	26816449	+
ERVLE_1p36.11c	HERV	ERVLE	internal	chr1	27070419	27074352	+
ERVLE_1p36.11d	HERV	ERVLE	internal	chr1	27087720	27095180	+
ERVLE_1p35.3a	HERV	ERVLE	internal	chr1	27672710	27674802	-
MER41_1p35.3	HERV	MER41	oneside	chr1	27690156	27694283	-
ERVLE_1p35.3b	HERV	ERVLE	internal	chr1	27697848	27698817	-
HARLEQUIN_1p35.3	HERV	HARLEQUIN	oneside	chr1	28586907	28589810	-
HERVL_1p35.3a	HERV	HERVL	internal	chr1	28654009	28659822	-
ERVLE_1p35.3c	HERV	ERVLE	internal	chr1	29333293	29340974	+
ERVLE_1p35.3d	HERV	ERVLE	internal	chr1	29405644	29406960	+
ERV316A3_1p35.3a	HERV	ERV316A3	internal	chr1	29473273	29474542	-
HERVL40_1p35.3	HERV	HERVL40	oneside	chr1	29539105	29540316	-
HERV4_1p35.3	HERV	HERV4	internal	chr1	29563476	29565515	-
MER101_1p35.3	HERV	MER101	internal	chr1	29607043	29611011	+
ERV316A3_1p35.3b	HERV	ERV316A3	internal	chr1	29684136	29685259	+
HML3_1p35.3	HERV	HML3	oneside	chr1	29716607	29717792	-
HERVL_1p35.3b	HERV	HERVL	prototype	chr1	29794201	29800046	+
ERV316A3_1p35.2	HERV	ERV316A3	oneside	chr1	29950154	29954214	+
ERVLE_1p35.2a	HERV	ERVLE	internal	chr1	30061549	30063910	+
MER101_1p35.2	HERV	MER101	oneside	chr1	30174802	30178548	-
ERVLE_1p35.2b	HERV	ERVLE	internal	chr1	30181315	30182428	+
HERVH_1p35.2	HERV	HERVH	prototype	chr1	30203678	30209113	+
ERVLB4_1p35.2	HERV	ERVLB4	internal	chr1	30288580	30290268	+
ERVLE_1p35.2c	HERV	ERVLE	internal	chr1	30380702	30383477	-
ERVLE_1p35.2d	HERV	ERVLE	internal	chr1	30473110	30475382	+
ERVLE_1p35.2e	HERV	ERVLE	internal	chr1	30543476	30544343	+
MER34B_1p35.2	HERV	MER34B	internal	chr1	30922070	30925887	-
HERVIP10F_1p35.2a	HERV	HERVIP10F	oneside	chr1	31453515	31457948	-
HERVIP10F_1p35.2b	HERV	HERVIP10F	prototype	chr1	31457949	31467319	+
HERVIP10F_1p35.2c	HERV	HERVIP10F	oneside	chr1	31467354	31471933	-
HERVL_1p35.2	HERV	HERVL	oneside	chr1	31517845	31518912	+
ERVLE_1p35.2f	HERV	ERVLE	internal	chr1	31994776	31995333	-
ERVLE_1p35.1a	HERV	ERVLE	internal	chr1	32404945	32411940	-
HUERSP3B_1p35.1	HERV	HUERSP3B	oneside	chr1	32412918	32421941	+
ERVLE_1p35.1b	HERV	ERVLE	internal	chr1	32429861	32430430	-
HERVH_1p35.1	HERV	HERVH	prototype	chr1	32432337	32438038	+
HERVIP10FH_1p35.1	HERV	HERVIP10FH	prototype	chr1	32442304	32449911	-
HERVS71_1p35.1	HERV	HERVS71	oneside	chr1	32923851	32926914	-
ERVLE_1p35.1c	HERV	ERVLE	internal	chr1	32928071	32931352	-
HERVK11_1p35.1	HERV	HERVK11	internal	chr1	33065126	33068370	+
ERV316A3_1p35.1a	HERV	ERV316A3	prototype	chr1	33186883	33192763	-
ERV316A3_1p35.1b	HERV	ERV316A3	internal	chr1	33581791	33583607	+
ERVLB4_1p35.1	HERV	ERVLB4	oneside	chr1	34050180	34052158	+
ERVLE_1p34.3a	HERV	ERVLE	internal	chr1	34464782	34466743	+
ERVLE_1p34.3b	HERV	ERVLE	internal	chr1	34601347	34602512	-
HERVH_1p34.3a	HERV	HERVH	prototype	chr1	34631960	34636749	-
HERVFH19_1p34.3	HERV	HERVFH19	internal	chr1	35075455	35076339	+
MER4_1p34.3b	HERV	MER4	insert*	chr1	35127220	35130565	-
HERVH_1p34.3b	HERV	HERVH	oneside	chr1	35132025	35138025	-
HARLEQUIN_1p34.3a	HERV	HARLEQUIN	internal	chr1	35138026	35141426	-
HERV3_1p34.3	HERV	HERV3	internal	chr1	35141915	35146564	-
HARLEQUIN_1p34.3b	HERV	HARLEQUIN	oneside	chr1	35147038	35149819	-
ERVLE_1p34.3c	HERV	ERVLE	internal	chr1	35295660	35297321	-
ERV316A3_1p34.3a	HERV	ERV316A3	internal	chr1	35648569	35650718	+
ERV316A3_1p34.3b	HERV	ERV316A3	oneside	chr1	35650750	35651744	+
HERVFH21_1p34.3	HERV	HERVFH21	prototype	chr1	36329861	36337342	+
HML2_1p34.3	HERV	HML2	oneside	chr1	36488984	36491127	-
HERVL_1p34.3a	HERV	HERVL	prototype	chr1	37365035	37371640	+
MER101_1p34.3	HERV	MER101	internal	chr1	37526164	37528920	+
MER41_1p34.3	HERV	MER41	prototype	chr1	37903067	37907814	+
HERVH_1p34.3c	HERV	HERVH	prototype	chr1	37907815	37914173	+
HERVL_1p34.3b	HERV	HERVL	prototype	chr1	38144395	38150922	+
ERV316A3_1p34.3c	HERV	ERV316A3	internal	chr1	38155702	38159588	+
HERVH_1p34.3d	HERV	HERVH	prototype	chr1	38425114	38430779	+
MER4_1p34.3a	HERV	MER4	oneside	chr1	39070989	39075809	-
ERVLE_1p34.2a	HERV	ERVLE	internal	chr1	40288340	40289668	-
ERVLB4_1p34.2a	HERV	ERVLB4	internal	chr1	40433079	40436076	+
ERVLE_1p34.2b	HERV	ERVLE	internal	chr1	40841383	40843705	-
ERVL_1p34.2	HERV	ERVL	oneside	chr1	41174282	41175563	+
ERVLE_1p34.2c	HERV	ERVLE	internal	chr1	41436846	41441007	+
HERVW_1p34.2	HERV	HERVW	oneside	chr1	41944456	41950309	+
ERV316A3_1p34.2a	HERV	ERV316A3	oneside	chr1	41958113	41960712	+
ERVLE_1p34.2d	HERV	ERVLE	internal	chr1	42044766	42045351	-
HUERSP3B_1p34.2a	HERV	HUERSP3B	oneside	chr1	42503189	42509107	-
HUERSP3B_1p34.2b	HERV	HUERSP3B	oneside	chr1	42509517	42513732	-
ERVLE_1p34.2e	HERV	ERVLE	internal	chr1	42593987	42595931	-
ERVLE_1p34.2f	HERV	ERVLE	internal	chr1	42604350	42605878	-
ERVLE_1p34.2g	HERV	ERVLE	internal	chr1	42609550	42610212	-
HERVH_1p34.2a	HERV	HERVH	prototype	chr1	42856712	42859884	+
HERVL_1p34.2	HERV	HERVL	oneside	chr1	42866266	42870243	+
ERVLB4_1p34.2b	HERV	ERVLB4	prototype	chr1	42904887	42912582	-
ERV316A3_1p34.2b	HERV	ERV316A3	prototype	chr1	43042735	43046910	+
ERVLE_1p34.2h	HERV	ERVLE	internal	chr1	43074451	43077244	-
MER101_1p34.2	HERV	MER101	internal	chr1	43083854	43085014	-
HERVH_1p34.2b	HERV	HERVH	prototype	chr1	43085534	43091157	+
ERVLE_1p34.2i	HERV	ERVLE	internal	chr1	43467473	43469790	-
ERVLB4_1p34.2c	HERV	ERVLB4	internal	chr1	43469877	43472738	-
MER4_1p34.1a	HERV	MER4	prototype	chr1	44173127	44181125	-
MER101_1p34.1	HERV	MER101	oneside	chr1	44182783	44186173	-
ERV316A3_1p34.1a	HERV	ERV316A3	oneside	chr1	44370793	44374424	+
MER41_1p34.1a	HERV	MER41	internal	chr1	44888116	44889253	+
MER41_1p34.1b	HERV	MER41	internal	chr1	44889829	44890622	+
ERV316A3_1p34.1b	HERV	ERV316A3	prototype	chr1	45212384	45217042	-
ERVLE_1p34.1a	HERV	ERVLE	internal	chr1	45226689	45229003	-
ERVLE_1p34.1b	HERV	ERVLE	internal	chr1	45246256	45250095	+
MER4_1p34.1c	HERV	MER4	opposite*	chr1	45305213	45315797	+
HERVH_1p34.1	HERV	HERVH	oneside	chr1	45315974	45320483	+
MER4_1p34.1b	HERV	MER4	internal	chr1	45320709	45321542	-
MER61_1p34.1a	HERV	MER61	oneside	chr1	45573148	45575575	-
MER61_1p34.1b	HERV	MER61	internal	chr1	45575881	45580362	-
ERVLB4_1p34.1	HERV	ERVLB4	oneside	chr1	46073148	46076202	-
HARLEQUIN_1p33	HERV	HARLEQUIN	prototype	chr1	46325548	46332557	-
HERVIP10FH_1p33a	HERV	HERVIP10FH	oneside	chr1	46383762	46385780	-
HERVW_1p33a	HERV	HERVW	prototype	chr1	46385782	46391326	-
HERVIP10FH_1p33b	HERV	HERVIP10FH	oneside	chr1	46391343	46393974	-
MER4_1p33a	HERV	MER4	oneside	chr1	46771192	46774760	+
MER4_1p33b	HERV	MER4	internal	chr1	46774779	46775748	-
MER4_1p33c	HERV	MER4	internal	chr1	46784143	46785370	-
MER4_1p33d	HERV	MER4	oneside	chr1	46785598	46788568	-
HUERSP3B_1p33a	HERV	HUERSP3B	internal	chr1	46874045	46877756	+
HERVK11_1p33	HERV	HERVK11	prototype	chr1	46900689	46908072	+
HERVW_1p33b	HERV	HERVW	internal	chr1	46946602	46948076	+
HERVW_1p33c	HERV	HERVW	prototype	chr1	46951891	46958907	+
HUERSP3B_1p33b	HERV	HUERSP3B	internal	chr1	47090170	47093881	-
HERVW_1p33d	HERV	HERVW	internal	chr1	47129814	47131292	-
ERVLB4_1p33	HERV	ERVLB4	oneside	chr1	47807138	47808402	+
ERVLE_1p33a	HERV	ERVLE	internal	chr1	48129284	48130752	-
HERVFRD_1p33	HERV	HERVFRD	prototype	chr1	48186349	48191622	-
HERVH_1p33	HERV	HERVH	prototype	chr1	48209002	48214821	-
HML3_1p33	HERV	HML3	prototype	chr1	48513245	48520256	-
ERVLE_1p33b	HERV	ERVLE	internal	chr1	48974627	48978216	+
MER41_1p33	HERV	MER41	prototype	chr1	49340672	49347240	+
HERVL_1p33a	HERV	HERVL	oneside	chr1	49439505	49442076	+
HERVL_1p33b	HERV	HERVL	prototype	chr1	49572733	49579287	+
ERV316A3_1p33	HERV	ERV316A3	oneside	chr1	49626047	49632050	-
MER4_1p33e	HERV	MER4	oneside	chr1	49870933	49873834	+
HERVL_1p33c	HERV	HERVL	prototype	chr1	50165834	50169387	-
ERVLE_1p32.3a	HERV	ERVLE	internal	chr1	50792486	50796194	+
HERVL40_1p32.3	HERV	HERVL40	prototype	chr1	50942586	50947014	-
ERVLE_1p32.3b	HERV	ERVLE	internal	chr1	51165011	51169107	-
HERVW_1p32.3a	HERV	HERVW	oneside	chr1	51226975	51230497	+
ERV316A3_1p32.3a	HERV	ERV316A3	prototype	chr1	52152823	52159748	-
MER41_1p32.3	HERV	MER41	internal	chr1	52832683	52834593	-
HERVH_1p32.3a	HERV	HERVH	prototype	chr1	53424337	53430029	+
HERVH_1p32.3b	HERV	HERVH	prototype	chr1	53432880	53435177	+
ERVLE_1p32.3c	HERV	ERVLE	internal	chr1	53477198	53481817	-
ERV316A3_1p32.3b	HERV	ERV316A3	oneside	chr1	54101969	54105569	+
HML3_1p32.3	HERV	HML3	prototype	chr1	54630287	54636120	+
HERVH_1p32.3c	HERV	HERVH	prototype	chr1	54897904	54903584	-
HERVH_1p32.3d	HERV	HERVH	oneside	chr1	54906872	54910857	-
HERVW_1p32.3b	HERV	HERVW	prototype	chr1	54911009	54919525	-
PRIMAX_1p32.3	HERV	PRIMAX	internal	chr1	54932383	54935270	-
HERVH_1p32.3e	HERV	HERVH	prototype	chr1	55022708	55028369	+
ERVLE_1p32.3d	HERV	ERVLE	internal	chr1	55407838	55411559	+
ERVLE_1p32.3e	HERV	ERVLE	internal	chr1	55437108	55437672	+
ERVLE_1p32.3f	HERV	ERVLE	internal	chr1	55471412	55472626	-
ERVLE_1p32.3g	HERV	ERVLE	internal	chr1	55497908	55499942	-
HERVL_1p32.2a	HERV	HERVL	oneside	chr1	55729046	55734929	+
ERVL_1p32.2a	HERV	ERVL	oneside	chr1	55779089	55783183	-
HERVW_1p32.2	HERV	HERVW	prototype	chr1	55783184	55788968	-
ERVL_1p32.2b	HERV	ERVL	oneside	chr1	55788969	55791432	-
ERV316A3_1p32.2a	HERV	ERV316A3	internal	chr1	55812852	55814649	-
ERVLE_1p32.2a	HERV	ERVLE	internal	chr1	55829055	55829916	-
ERV316A3_1p32.2b	HERV	ERV316A3	internal	chr1	55842855	55844924	-
ERV316A3_1p32.2c	HERV	ERV316A3	internal	chr1	55888184	55889591	-
ERVLE_1p32.2b	HERV	ERVLE	internal	chr1	56083511	56084398	+
ERV316A3_1p32.2d	HERV	ERV316A3	internal	chr1	56608052	56608727	+
HERVL_1p32.2b	HERV	HERVL	oneside	chr1	57557024	57563307	+
HERV9_1p32.2	HERV	HERV9	prototype	chr1	58167160	58175478	+
ERVLE_1p32.2c	HERV	ERVLE	internal	chr1	58364583	58365289	-
ERV316A3_1p32.2e	HERV	ERV316A3	oneside	chr1	58365304	58366814	+
ERV316A3_1p32.2f	HERV	ERV316A3	oneside	chr1	58367294	58369323	+
ERV316A3_1p32.1a	HERV	ERV316A3	oneside	chr1	58547607	58551064	-
ERV316A3_1p32.1b	HERV	ERV316A3	prototype	chr1	59227368	59231293	-
ERVLE_1p32.1	HERV	ERVLE	internal	chr1	60126787	60127946	+
ERVLB4_1p32.1	HERV	ERVLB4	prototype	chr1	60177052	60179474	-
HERVL_1p32.1	HERV	HERVL	oneside	chr1	60246749	60249620	+
ERV316A3_1p32.1c	HERV	ERV316A3	oneside	chr1	60534356	60536130	+
ERVLE_1p31.3a	HERV	ERVLE	internal	chr1	60838875	60839451	+
ERVLE_1p31.3b	HERV	ERVLE	internal	chr1	61491454	61493071	-
HERVL_1p31.3a	HERV	HERVL	internal	chr1	61532357	61533664	-
ERVLE_1p31.3c	HERV	ERVLE	internal	chr1	61624862	61627276	+
ERVLE_1p31.3d	HERV	ERVLE	internal	chr1	61632364	61634362	+
HML1_1p31.3	HERV	HML1	prototype	chr1	62178464	62183789	-
ERV316A3_1p31.3a	HERV	ERV316A3	oneside	chr1	62427667	62431892	-
HERVH_1p31.3a	HERV	HERVH	oneside	chr1	63572744	63574886	-
ERV316A3_1p31.3b	HERV	ERV316A3	oneside	chr1	63705544	63707137	+
ERV316A3_1p31.3c	HERV	ERV316A3	oneside	chr1	63707156	63708437	+
ERV316A3_1p31.3d	HERV	ERV316A3	internal	chr1	63764735	63765414	-
HERVL18_1p31.3a	HERV	HERVL18	prototype	chr1	64186607	64192762	+
HERVH_1p31.3b	HERV	HERVH	prototype	chr1	64349943	64355761	-
ERV316A3_1p31.3e	HERV	ERV316A3	prototype	chr1	64729146	64734751	-
ERV316A3_1p31.3f	HERV	ERV316A3	oneside	chr1	64974575	64976920	-
HERVH_1p31.3c	HERV	HERVH	prototype	chr1	65643207	65648034	-
ERVLE_1p31.3e	HERV	ERVLE	internal	chr1	65693577	65694841	+
HERVL_1p31.3b	HERV	HERVL	oneside	chr1	65927540	65930375	-
ERV316A3_1p31.3g	HERV	ERV316A3	internal	chr1	65945013	65946329	-
ERV316A3_1p31.3h	HERV	ERV316A3	oneside	chr1	65946472	65950867	-
HERVL18_1p31.3b	HERV	HERVL18	unknown	chr1	66381794	66383692	+
HERV9_1p31.3	HERV	HERV9	oneside	chr1	66416987	66426369	-
ERVLE_1p31.3f	HERV	ERVLE	internal	chr1	66521316	66524803	+
ERVLB4_1p31.3	HERV	ERVLB4	internal	chr1	66840709	66841817	-
MER4_1p31.3	HERV	MER4	prototype	chr1	66912485	66919266	+
ERVLE_1p31.3g	HERV	ERVLE	internal	chr1	67059766	67062974	-
HERVL_1p31.3c	HERV	HERVL	oneside	chr1	67288388	67292750	+
MER4B_1p31.3	HERV	MER4B	internal	chr1	67516690	67520753	+
MER101_1p31.3	HERV	MER101	internal	chr1	68054877	68056307	+
ERV316A3_1p31.3i	HERV	ERV316A3	oneside	chr1	68309163	68312885	-
HERVH_1p31.3d	HERV	HERVH	prototype	chr1	68386004	68391992	+
MER4_1p31.2	HERV	MER4	oneside	chr1	68507762	68513195	-
HERVL_1p31.2	HERV	HERVL	internal	chr1	68809807	68810804	-
HUERSP2_1p31.2	HERV	HUERSP2	prototype	chr1	68859650	68863453	-
ERV316A3_1p31.2	HERV	ERV316A3	internal	chr1	68892430	68893458	+
ERVLE_1p31.1a	HERV	ERVLE	internal	chr1	69440471	69442508	-
ERVLE_1p31.1b	HERV	ERVLE	internal	chr1	69442573	69444469	-
MER101_1p31.1a	HERV	MER101	oneside	chr1	69527178	69530904	-
HERVH_1p31.1a	HERV	HERVH	prototype	chr1	70367629	70374024	+
HERVL_1p31.1a	HERV	HERVL	oneside	chr1	70559186	70562044	-
HERVH_1p31.1b	HERV	HERVH	prototype	chr1	70588437	70593991	+
HERVL18_1p31.1a	HERV	HERVL18	prototype	chr1	70627958	70631285	+
PABLA_1p31.1	HERV	PABLA	internal	chr1	70921278	70924729	+
HERVFRD_1p31.1a	HERV	HERVFRD	prototype	chr1	71336142	71343218	-
HERVP71A_1p31.1a	HERV	HERVP71A	prototype	chr1	71502068	71510867	+
ERV316A3_1p31.1a	HERV	ERV316A3	internal	chr1	71818991	71823069	+
HERVL_1p31.1b	HERV	HERVL	prototype	chr1	72312365	72319126	-
ERVLE_1p31.1c	HERV	ERVLE	internal	chr1	72433538	72435738	+
HERVL32_1p31.1a	HERV	HERVL32	oneside	chr1	72536817	72540097	-
HERVL32_1p31.1b	HERV	HERVL32	oneside	chr1	72540629	72543692	-
HERVFRD_1p31.1b	HERV	HERVFRD	prototype	chr1	72688490	72694815	-
HERVL40_1p31.1a	HERV	HERVL40	oneside	chr1	72767328	72771894	+
MER41_1p31.1	HERV	MER41	internal	chr1	72811822	72812848	-
ERVLB4_1p31.1a	HERV	ERVLB4	prototype	chr1	72854178	72855507	-
HERVL_1p31.1c	HERV	HERVL	oneside	chr1	72877408	72878678	+
HERVH_1p31.1c	HERV	HERVH	prototype	chr1	72980446	72985490	-
HERVH_1p31.1d	HERV	HERVH	prototype	chr1	72987801	72993602	-
ERVLE_1p31.1d	HERV	ERVLE	oneside	chr1	73115957	73118649	+
ERVLB4_1p31.1b	HERV	ERVLB4	oneside	chr1	73119379	73122614	+
ERVLE_1p31.1e	HERV	ERVLE	internal	chr1	73170807	73172644	-
ERVLE_1p31.1f	HERV	ERVLE	internal	chr1	73172777	73173471	-
MER101_1p31.1b	HERV	MER101	internal	chr1	73340002	73345431	-
MER101_1p31.1c	HERV	MER101	internal	chr1	73345442	73346122	-
HERVL40_1p31.1b	HERV	HERVL40	internal	chr1	73698733	73700492	-
ERVL_1p31.1	HERV	ERVL	oneside	chr1	73719202	73725016	+
HERVP71A_1p31.1b	HERV	HERVP71A	oneside	chr1	74394411	74400944	+
HERV9_1p31.1	HERV	HERV9	prototype	chr1	74740033	74745644	-
ERV316A3_1p31.1b	HERV	ERV316A3	oneside	chr1	74804194	74805454	-
ERVLE_1p31.1g	HERV	ERVLE	internal	chr1	75054109	75057604	+
ERVLE_1p31.1h	HERV	ERVLE	internal	chr1	75288595	75290184	+
HML2_1p31.1	HERV	HML2	prototype	chr1	75377086	75383458	+
HERV4_1p31.1	HERV	HERV4	internal	chr1	75688749	75689585	+
MER4B_1p31.1a	HERV	MER4B	internal	chr1	75717681	75718483	+
ERVLB4_1p31.1c	HERV	ERVLB4	prototype	chr1	75891930	75896433	+
ERVLE_1p31.1i	HERV	ERVLE	internal	chr1	76852898	76853540	-
HERVL_1p31.1d	HERV	HERVL	prototype	chr1	76874387	76880817	-
HERVH_1p31.1e	HERV	HERVH	prototype	chr1	76894813	76900387	-
HERVL_1p31.1e	HERV	HERVL	prototype	chr1	77182232	77189846	+
MER34B_1p31.1a	HERV	MER34B	internal	chr1	77244045	77245768	-
ERVLE_1p31.1j	HERV	ERVLE	internal	chr1	77706472	77708145	+
HERVS71_1p31.1	HERV	HERVS71	prototype	chr1	78198910	78200628	+
ERVLE_1p31.1k	HERV	ERVLE	internal	chr1	78324273	78326208	-
HERVH_1p31.1f	HERV	HERVH	prototype	chr1	78872187	78880915	+
MER61_1p31.1a	HERV	MER61	prototype	chr1	78966119	78971684	+
ERVLB4_1p31.1d	HERV	ERVLB4	internal	chr1	79143110	79143725	+
HERVH_1p31.1g	HERV	HERVH	prototype	chr1	79488608	79494123	-
ERVLB4_1p31.1e	HERV	ERVLB4	internal	chr1	79548566	79551834	+
MER34B_1p31.1b	HERV	MER34B	unknown	chr1	79606846	79610172	+
MER101_1p31.1d	HERV	MER101	internal	chr1	79607758	79608919	+
MER101_1p31.1e	HERV	MER101	internal	chr1	79609322	79610025	+
HERVH_1p31.1h	HERV	HERVH	prototype	chr1	79638762	79644487	-
HERVH_1p31.1i	HERV	HERVH	prototype	chr1	79696342	79702062	-
ERVLE_1p31.1l	HERV	ERVLE	internal	chr1	79818091	79819267	+
HERVL_1p31.1f	HERV	HERVL	prototype	chr1	79927925	79934188	+
HERVL18_1p31.1b	HERV	HERVL18	prototype	chr1	80050218	80054588	+
HERVL_1p31.1g	HERV	HERVL	prototype	chr1	80574449	80576362	-
MER61_1p31.1b	HERV	MER61	prototype	chr1	80633351	80638648	+
ERVLE_1p31.1m	HERV	ERVLE	internal	chr1	80659443	80660880	+
ERVLE_1p31.1n	HERV	ERVLE	internal	chr1	80727216	80730853	-
ERVLE_1p31.1o	HERV	ERVLE	internal	chr1	80741424	80742920	-
HERVH_1p31.1j	HERV	HERVH	prototype	chr1	81245283	81251207	+
ERV316A3_1p31.1c	HERV	ERV316A3	prototype	chr1	81277800	81281566	-
ERV316A3_1p31.1d	HERV	ERV316A3	prototype	chr1	81587983	81592738	-
HERVH_1p31.1k	HERV	HERVH	prototype	chr1	82067563	82072836	-
